code,name,weight_kg,volume_m3,category
22365,DOORMAT RESPECTABLE HOUSE,0.7544,0.0436,General
22366,DOORMAT AIRMAIL,0.9112,0.0172,General
22367,CHILDRENS APRON SPACEBOY DESIGN,2.4251,0.0075,Decor
22371,AIRLINE BAG VINTAGE TOKYO 78,0.7271,0.0321,Bags
22374,AIRLINE BAG VINTAGE JET SET RED,1.0265,0.0391,Bags
22377,BOTTLE BAG RETROSPOT,1.8743,0.0237,Bags
22378,WALL TIDY RETROSPOT,0.5063,0.0227,General
22379,RECYCLING BAG RETROSPOT,1.5158,0.0195,Bags
22380,TOY TIDY SPACEBOY,0.4677,0.0443,Toys
22381,TOY TIDY PINK POLKADOT,2.716,0.0353,Toys
22382,LUNCH BAG SPACEBOY DESIGN,0.3858,0.0309,Bags
22383,LUNCH BAG SUKI  DESIGN,0.4928,0.0128,Bags
22384,LUNCH BAG PINK POLKADOT,1.9007,0.0368,Bags
22385,JUMBO BAG SPACEBOY DESIGN,1.0776,0.0343,Bags
22386,JUMBO BAG PINK POLKADOT,1.2018,0.0146,Bags
22398,MAGNETS PACK OF 4 SWALLOWS,2.6013,0.0178,General
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2.3827,0.0385,Decor
22412,METAL SIGN NEIGHBOURHOOD WITCH,2.128,0.0494,Decor
22413,METAL SIGN TAKE IT OR LEAVE IT,2.7744,0.0123,Decor
22417,PACK OF 60 SPACEBOY CAKE CASES,0.2278,0.0068,General
22418,10 COLOUR SPACEBOY PEN,1.6187,0.0214,Stationery
22419,LIPSTICK PEN RED,1.1284,0.0196,Stationery
22421,LIPSTICK PEN FUSCHIA,1.8542,0.0321,Stationery
22422,TOOTHPASTE TUBE PEN,2.9291,0.0133,Stationery
22423,REGENCY CAKESTAND 3 TIER,1.3633,0.024,General
22424,ENAMEL BREAD BIN CREAM,2.4787,0.0337,General
22426,ENAMEL WASH BOWL CREAM,1.9736,0.0307,Kitchen
22427,ENAMEL FLOWER JUG CREAM,1.6877,0.0114,General
22429,ENAMEL MEASURING JUG CREAM,2.3285,0.0144,General
22430,ENAMEL WATERING CAN CREAM,2.7819,0.007,General
22431,WATERING CAN BLUE ELEPHANT,1.9592,0.0364,General
22432,WATERING CAN PINK BUNNY,0.4522,0.0453,General
22433,WATERING CAN GREEN DINOSAUR,1.678,0.014,General
22435,SET OF 9 HEART SHAPED BALLOONS,1.713,0.0337,Decor
22437,SET OF 9 BLACK SKULL BALLOONS,0.9155,0.0176,General
22439,6 ROCKET BALLOONS,2.044,0.0432,General
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,0.5036,0.0195,Kitchen
22444,GROW YOUR OWN PLANT IN A CAN,1.5007,0.0216,General
22456,NATURAL SLATE CHALKBOARD LARGE,0.1258,0.0368,General
22457,NATURAL SLATE HEART CHALKBOARD,2.4271,0.0157,Decor
22460,EMBOSSED GLASS TEALIGHT HOLDER,0.4129,0.0391,Lighting
22464,HANGING METAL HEART LANTERN,1.8538,0.0342,Lighting
22465,HANGING METAL STAR LANTERN,0.2538,0.0021,Lighting
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2.4103,0.0402,Lighting
22467,GUMBALL COAT RACK,1.8011,0.0045,General
22468,BABUSHKA LIGHTS STRING OF 10,0.066,0.0047,Lighting
22469,HEART OF WICKER SMALL,0.0793,0.0246,Decor
22470,HEART OF WICKER LARGE,1.6455,0.014,Decor
22485,SET OF 2 WOODEN MARKET CRATES,0.1595,0.0309,General
22487,WHITE WOOD GARDEN PLANT LADDER,1.2385,0.0242,General
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2.2282,0.0237,General
22489,PACK OF 12 TRADITIONAL CRAYONS,0.6969,0.0035,General
22491,PACK OF 12 COLOURED PENCILS,0.7057,0.0146,Stationery
22492,MINI PAINT SET VINTAGE,1.4691,0.0348,Decor
22493,PAINT YOUR OWN CANVAS SET,2.7102,0.0429,General
22494,EMERGENCY FIRST AID TIN,1.0946,0.0315,General
22498,WOODEN REGATTA BUNTING,2.8414,0.0463,General
22499,WOODEN UNION JACK BUNTING,0.526,0.0396,General
22501,PICNIC BASKET WICKER LARGE,0.2345,0.0184,General
22502,PICNIC BASKET WICKER SMALL,1.9091,0.0171,General
22505,MEMO BOARD COTTAGE DESIGN,1.9713,0.0376,Decor
22507,MEMO BOARD RETROSPOT  DESIGN,1.8216,0.0136,Decor
22508,DOORSTOP RETROSPOT HEART,0.8651,0.0404,Decor
22520,CHILDS GARDEN TROWEL BLUE,1.9592,0.0081,General
22521,CHILDS GARDEN TROWEL PINK,2.005,0.0305,General
22528,GARDENERS KNEELING PAD,1.2116,0.0486,General
22530,MAGIC DRAWING SLATE DOLLY GIRL,0.4987,0.017,Toys
22531,MAGIC DRAWING SLATE CIRCUS PARADE,1.2166,0.0209,General
22534,MAGIC DRAWING SLATE SPACEBOY,1.0509,0.0108,General
22536,MAGIC DRAWING SLATE PURDEY,1.7737,0.0185,General
22548,HEADS AND TAILS SPORTING FUN,1.4472,0.0371,General
22549,PICTURE DOMINOES,1.0039,0.0346,General
22550,HOLIDAY FUN LUDO,1.2828,0.0111,General
22551,PLASTERS IN TIN SPACEBOY,2.7086,0.024,General
22553,PLASTERS IN TIN SKULLS,2.5668,0.0479,General
22554,PLASTERS IN TIN WOODLAND ANIMALS,2.8561,0.0357,General
22555,PLASTERS IN TIN STRONGMAN,1.8874,0.0479,General
22556,PLASTERS IN TIN CIRCUS PARADE,0.8541,0.0174,General
22557,PLASTERS IN TIN VINTAGE PAISLEY,1.1778,0.0201,Decor
22558,CLOTHES PEGS RETROSPOT PACK 24,0.1462,0.0336,General
22560,TRADITIONAL MODELLING CLAY,2.7332,0.0361,General
22561,WOODEN SCHOOL COLOURING SET,1.9341,0.019,General
22562,MONSTERS STENCIL CRAFT,0.7707,0.0268,General
22563,HAPPY STENCIL CRAFT,1.5859,0.023,General
22567,20 DOLLY PEGS RETROSPOT,2.3347,0.003,Toys
22568,FELTCRAFT CUSHION OWL,1.9094,0.0217,Textile
22569,FELTCRAFT CUSHION BUTTERFLY,2.5717,0.0027,Textile
22570,FELTCRAFT CUSHION RABBIT,0.9828,0.017,Textile
22571,ROCKING HORSE RED CHRISTMAS,2.4912,0.0459,Seasonal
22572,ROCKING HORSE GREEN CHRISTMAS,1.1012,0.0488,Seasonal
22573,STAR WOODEN CHRISTMAS DECORATION,0.4551,0.0496,Seasonal
22574,HEART WOODEN CHRISTMAS DECORATION,0.9572,0.0446,Seasonal
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,0.757,0.0099,Seasonal
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,1.6911,0.0436,Seasonal
22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1.0826,0.0236,Seasonal
22580,ADVENT CALENDAR GINGHAM SACK,1.792,0.0389,General
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,0.46,0.034,Seasonal
22583,PACK OF 6 HANDBAG GIFT BOXES,1.7649,0.006,Bags
22584,PACK OF 6 PANNETONE GIFT BOXES,0.4929,0.0136,General
22585,PACK OF 6 BIRDY GIFT TAGS,2.157,0.0065,General
22588,CARD HOLDER GINGHAM HEART,0.8514,0.0426,Decor
22593,CHRISTMAS GINGHAM STAR,2.2498,0.0085,Seasonal
22594,CHRISTMAS GINGHAM TREE,1.1575,0.0045,Seasonal
22595,GINGHAM HEART DECORATION,2.6321,0.0203,Decor
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,1.3908,0.0295,Seasonal
22600,CHRISTMAS RETROSPOT STAR WOOD,1.4013,0.0252,Seasonal
22601,CHRISTMAS RETROSPOT ANGEL WOOD,0.4239,0.0135,Seasonal
22602,CHRISTMAS RETROSPOT HEART WOOD,1.6518,0.0349,Seasonal
22603,CHRISTMAS RETROSPOT TREE WOOD,2.9979,0.0009,Seasonal
22605,WOODEN CROQUET GARDEN SET,2.5251,0.0241,General
22606,WOODEN SKITTLES GARDEN SET,2.1634,0.0399,General
22607,WOODEN ROUNDERS GARDEN SET,1.3808,0.0264,General
22614,PACK OF 12 SPACEBOY TISSUES,2.8276,0.0451,General
22616,PACK OF 12 LONDON TISSUES,1.0926,0.0041,General
22617,BAKING SET SPACEBOY DESIGN,0.1647,0.0419,Decor
22619,SET OF 6 SOLDIER SKITTLES,1.1425,0.0162,General
22620,4 TRADITIONAL SPINNING TOPS,1.4538,0.0361,General
22621,TRADITIONAL KNITTING NANCY,0.7842,0.0406,General
22622,BOX OF VINTAGE ALPHABET BLOCKS,2.6901,0.0254,Decor
22623,BOX OF VINTAGE JIGSAW BLOCKS,1.6132,0.0495,Decor
22624,IVORY KITCHEN SCALES,2.1136,0.0297,General
22625,RED KITCHEN SCALES,2.4273,0.0252,General
22627,MINT KITCHEN SCALES,1.5774,0.0062,General
22629,SPACEBOY LUNCH BOX,2.7682,0.0055,Bags
22630,DOLLY GIRL LUNCH BOX,2.6556,0.0181,Bags
22631,CIRCUS PARADE LUNCH BOX,1.2725,0.02,Bags
22632,HAND WARMER RED RETROSPOT,0.5263,0.019,General
22633,HAND WARMER UNION JACK,0.5812,0.0098,General
22634,CHILDS BREAKFAST SET SPACEBOY,2.5728,0.0037,General
22635,CHILDS BREAKFAST SET DOLLY GIRL,2.2784,0.0458,Toys
22636,CHILDS BREAKFAST SET CIRCUS PARADE,2.6091,0.0264,General
22637,PIGGY BANK RETROSPOT,2.7705,0.0047,General
22644,CERAMIC CHERRY CAKE MONEY BANK,1.6587,0.0354,General
22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2.0116,0.0425,Decor
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,0.8711,0.0389,General
22649,STRAWBERRY FAIRY CAKE TEAPOT,0.8775,0.0051,General
22652,TRAVEL SEWING KIT,0.5169,0.0249,General
22653,BUTTON BOX,2.4452,0.0296,General
22654,DELUXE SEWING KIT,1.9617,0.0447,General
22659,LUNCH BOX I LOVE LONDON,1.4772,0.0426,Bags
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,0.7797,0.0021,Bags
22662,LUNCH BAG DOLLY GIRL DESIGN,0.6039,0.0312,Bags
22663,JUMBO BAG DOLLY GIRL DESIGN,2.3238,0.0423,Bags
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,0.0543,0.0139,Decor
22666,RECIPE BOX PANTRY YELLOW DESIGN,1.0271,0.0444,Decor
22667,RECIPE BOX RETROSPOT,0.2801,0.0238,General
22668,PINK BABY BUNTING,1.3933,0.018,General
22669,RED BABY BUNTING,1.7562,0.0303,General
22670,FRENCH WC SIGN BLUE METAL,2.6141,0.0419,Decor
22672,FRENCH BATHROOM SIGN BLUE METAL,2.715,0.025,Decor
22690,DOORMAT HOME SWEET HOME BLUE,2.4852,0.0094,General
22692,DOORMAT WELCOME TO OUR HOME,2.5684,0.0287,General
22694,WICKER STAR,0.4473,0.0212,General
22697,GREEN REGENCY TEACUP AND SAUCER,2.9327,0.0014,Kitchen
22698,PINK REGENCY TEACUP AND SAUCER,1.6388,0.0469,Kitchen
22699,ROSES REGENCY TEACUP AND SAUCER,0.1407,0.0099,Kitchen
22712,CARD DOLLY GIRL,0.7085,0.0479,Stationery
22713,CARD I LOVE LONDON,1.213,0.0315,Stationery
22716,CARD CIRCUS PARADE,0.8226,0.0136,Stationery
22720,SET OF 3 CAKE TINS PANTRY DESIGN,1.0878,0.0373,Decor
22722,SET OF 6 SPICE TINS PANTRY DESIGN,1.2657,0.0083,Decor
22725,ALARM CLOCK BAKELIKE CHOCOLATE,1.0058,0.0268,General
22726,ALARM CLOCK BAKELIKE GREEN,0.3836,0.0063,General
22727,ALARM CLOCK BAKELIKE RED,0.4684,0.0265,General
22728,ALARM CLOCK BAKELIKE PINK,1.8143,0.0344,General
22729,ALARM CLOCK BAKELIKE ORANGE,1.2226,0.0022,General
22730,ALARM CLOCK BAKELIKE IVORY,1.6921,0.0329,General
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2.7813,0.0235,Seasonal
22736,RIBBON REEL MAKING SNOWMEN,0.2468,0.0027,General
22737,RIBBON REEL CHRISTMAS PRESENT,1.0578,0.0064,Seasonal
22738,RIBBON REEL SNOWY VILLAGE,2.6022,0.0196,General
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1.4748,0.0181,Seasonal
22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,0.6367,0.0383,Stationery
22745,POPPY'S PLAYHOUSE BEDROOM,1.2841,0.0395,General
22746,POPPY'S PLAYHOUSE LIVINGROOM,0.0669,0.0332,General
22747,POPPY'S PLAYHOUSE BATHROOM,1.2567,0.0164,General
22748,POPPY'S PLAYHOUSE KITCHEN,1.8103,0.0386,General
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2.7628,0.0375,Toys
22750,FELTCRAFT PRINCESS LOLA DOLL,0.755,0.0467,Toys
22751,FELTCRAFT PRINCESS OLIVIA DOLL,0.5101,0.0234,Toys
22752,SET 7 BABUSHKA NESTING BOXES,1.2567,0.0448,General
22753,SMALL YELLOW BABUSHKA NOTEBOOK,2.3816,0.0125,Stationery
22754,SMALL RED BABUSHKA NOTEBOOK,0.8834,0.028,Stationery
22755,SMALL PURPLE BABUSHKA NOTEBOOK,1.8176,0.0294,Stationery
22759,SET OF 3 NOTEBOOKS IN PARCEL,1.0431,0.0297,Stationery
22766,PHOTO FRAME CORNICE,1.0578,0.0093,Decor
22768,FAMILY PHOTO FRAME CORNICE,0.6967,0.0174,Decor
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1.7463,0.0127,General
22776,SWEETHEART CAKESTAND 3 TIER,2.4267,0.0466,Decor
22784,LANTERN CREAM GAZEBO,0.4384,0.0259,Lighting
22791,T-LIGHT GLASS FLUTED ANTIQUE,1.2887,0.0381,Lighting
22795,SWEETHEART RECIPE BOOK STAND,1.6098,0.031,Decor
22798,ANTIQUE GLASS DRESSING TABLE POT,0.2053,0.0148,General
22804,CANDLEHOLDER PINK HANGING HEART,1.8425,0.0058,Lighting
22809,SET OF 6 T-LIGHTS SANTA,0.1073,0.0101,Lighting
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1.6627,0.0005,Seasonal
22813,PACK 3 BOXES BIRD PANNETONE,2.7193,0.0471,General
22816,CARD MOTORBIKE SANTA,2.6563,0.0206,Stationery
22818,CARD CHRISTMAS VILLAGE,0.8568,0.0446,Seasonal
22834,HAND WARMER BABUSHKA DESIGN,0.9177,0.0481,Decor
22835,HOT WATER BOTTLE I AM SO POORLY,2.9185,0.023,Kitchen
22837,HOT WATER BOTTLE BABUSHKA,2.0941,0.0278,Kitchen
22840,ROUND CAKE TIN VINTAGE RED,1.6379,0.0167,Decor
22844,VINTAGE CREAM DOG FOOD CONTAINER,2.0599,0.0434,Decor
22845,VINTAGE CREAM CAT FOOD CONTAINER,1.6902,0.021,Decor
22847,BREAD BIN DINER STYLE IVORY,0.5161,0.0331,General
22851,SET 20 NAPKINS FAIRY CAKES DESIGN,1.2542,0.0019,Decor
22855,FINE WICKER HEART,2.1851,0.0061,Decor
22865,HAND WARMER OWL DESIGN,0.127,0.0266,Decor
22866,HAND WARMER SCOTTY DOG DESIGN,2.9157,0.0311,Decor
22867,HAND WARMER BIRD DESIGN,1.5735,0.0097,Decor
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,0.6154,0.0401,Textile
22896,PEG BAG APPLES DESIGN,2.1567,0.0238,Bags
22898,CHILDRENS APRON APPLES DESIGN,1.4419,0.0404,Decor
22899,CHILDREN'S APRON DOLLY GIRL,2.3067,0.0209,Toys
22900,SET 2 TEA TOWELS I LOVE LONDON,1.9226,0.0132,Textile
22904,CALENDAR PAPER CUT DESIGN,1.196,0.0342,Decor
22906,12 MESSAGE CARDS WITH ENVELOPES,0.9729,0.04,Stationery
22907,PACK OF 20 NAPKINS PANTRY DESIGN,2.8635,0.0131,Decor
22908,PACK OF 20 NAPKINS RED APPLES,2.3696,0.0445,General
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,2.6155,0.0215,Seasonal
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,0.1259,0.0067,Seasonal
22940,FELTCRAFT CHRISTMAS FAIRY,1.4275,0.0336,Seasonal
22941,CHRISTMAS LIGHTS 10 REINDEER,2.1836,0.0107,Seasonal
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2.9726,0.0242,Seasonal
22945,CHRISTMAS METAL TAGS ASSORTED,1.2593,0.0072,Seasonal
22951,60 CAKE CASES DOLLY GIRL DESIGN,0.5767,0.0481,Decor
22952,60 CAKE CASES VINTAGE CHRISTMAS,1.1849,0.0422,Seasonal
22960,JAM MAKING SET WITH JARS,1.5053,0.05,Kitchen
22961,JAM MAKING SET PRINTED,2.9831,0.0128,General
22962,JAM JAR WITH PINK LID,0.2509,0.0197,Kitchen
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1.1357,0.029,General
22966,GINGERBREAD MAN COOKIE CUTTER,0.8145,0.0333,General
22969,HOMEMADE JAM SCENTED CANDLES,2.7175,0.0221,Lighting
22979,PANTRY WASHING UP BRUSH,0.0803,0.0047,General
22983,CARD BILLBOARD FONT,2.4918,0.0385,Stationery
22988,SOLDIERS EGG CUP,0.3297,0.0084,Kitchen
22989,SET 2 PANTRY DESIGN TEA TOWELS,1.277,0.0218,Decor
22993,SET OF 4 PANTRY JELLY MOULDS,1.2691,0.0043,General
22996,TRAVEL CARD WALLET VINTAGE TICKET,0.4494,0.0495,Decor
22998,TRAVEL CARD WALLET KEEP CALM,1.4164,0.0365,Stationery
23084,RABBIT NIGHT LIGHT,0.057,0.0468,Lighting
23103,JINGLE BELL HEART DECORATION,1.2308,0.0055,Decor
23108,SET OF 10 LED DOLLY LIGHTS,0.7247,0.0172,Lighting
23170,REGENCY TEA PLATE ROSES,1.045,0.0166,General
23171,REGENCY TEA PLATE GREEN,1.351,0.0411,General
23173,REGENCY TEAPOT ROSES,0.4619,0.0234,General
23182,TOILET SIGN OCCUPIED OR VACANT,2.4482,0.0443,Kitchen
23198,PANTRY MAGNETIC  SHOPPING LIST,2.6788,0.034,General
23199,JUMBO BAG APPLES,2.9226,0.0429,Bags
23200,JUMBO BAG PEARS,2.9052,0.0456,Bags
23201,JUMBO BAG ALPHABET,1.5696,0.0342,Bags
23202,JUMBO BAG VINTAGE LEAF,0.9699,0.0191,Bags
23203,JUMBO BAG VINTAGE DOILY,1.7417,0.0026,Bags
23204,CHARLOTTE BAG APPLES DESIGN,1.9444,0.0074,Bags
23205,CHARLOTTE BAG VINTAGE ALPHABET,1.7164,0.0423,Bags
23206,LUNCH BAG APPLE DESIGN,1.2486,0.0186,Bags
23207,LUNCH BAG ALPHABET DESIGN,2.2464,0.0331,Bags
23208,LUNCH BAG VINTAGE LEAF DESIGN,1.9816,0.0278,Bags
23209,LUNCH BAG VINTAGE DOILY,1.0114,0.0318,Bags
23240,SET OF 4 KNICK KNACK TINS DOILY,2.068,0.0303,General
23241,TREASURE TIN GYMKHANA DESIGN,2.7763,0.0153,Decor
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,2.6742,0.0201,General
23245,SET OF 3 REGENCY CAKE TINS,0.2874,0.0192,General
23256,CHILDRENS CUTLERY SPACEBOY,0.3416,0.0089,General
23263,SET OF 3 WOODEN HEART DECORATIONS,1.6413,0.0241,Decor
23284,DOORMAT KEEP CALM AND COME IN,2.1676,0.0318,General
23293,SET OF 12 FAIRY CAKE BAKING CASES,0.5542,0.0048,General
23295,SET OF 12 MINI LOAF BAKING CASES,1.4995,0.0218,General
23296,SET OF 6 TEA TIME BAKING CASES,0.0782,0.0414,General
23298,SPOTTY BUNTING,1.0682,0.0295,General
23300,GARDENERS KNEELING PAD CUP OF TEA,1.6376,0.0499,Kitchen
23301,GARDENERS KNEELING PAD KEEP CALM,0.5112,0.0045,General
23307,SET OF 60 PANTRY DESIGN CAKE CASES,0.1804,0.0164,Decor
23308,SET OF 60 VINTAGE LEAF CAKE CASES,0.7975,0.008,Decor
23309,SET OF 60 I LOVE LONDON CAKE CASES,0.6761,0.0135,General
23313,VINTAGE CHRISTMAS BUNTING,2.0802,0.0263,Seasonal
23318,BOX OF 6 MINI VINTAGE CRACKERS,2.8593,0.0039,Decor
23319,BOX OF 6 MINI 50'S CRACKERS,0.9622,0.0219,General
23321,SMALL WHITE HEART OF WICKER,2.8126,0.0343,Decor
23322,LARGE WHITE HEART OF WICKER,2.7379,0.0145,Decor
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,0.1197,0.0204,Kitchen
23343,JUMBO BAG VINTAGE CHRISTMAS,0.7036,0.0143,Seasonal
23344,JUMBO BAG 50'S CHRISTMAS,1.8486,0.0499,Seasonal
23355,HOT WATER BOTTLE KEEP CALM,2.8515,0.0265,Kitchen
23356,LOVE HOT WATER BOTTLE,0.3754,0.0201,Kitchen
23439,HAND WARMER RED LOVE HEART,1.7256,0.0013,Decor
23493,VINTAGE DOILY TRAVEL SEWING KIT,2.8522,0.029,Decor
35400,WOODEN BOX ADVENT CALENDAR,0.3973,0.0399,General
35961,FOLKART ZINC HEART CHRISTMAS DEC,0.9614,0.014,Seasonal
35970,ZINC FOLKART SLEIGH BELLS,2.0616,0.0036,General
37370,RETRO COFFEE MUGS ASSORTED,0.2688,0.0264,Kitchen
37446,MINI CAKE STAND WITH HANGING CAKES,2.5263,0.0368,General
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,2.6164,0.035,Decor
37448,CERAMIC CAKE DESIGN SPOTTED MUG,2.3547,0.0096,Kitchen
37449,CERAMIC CAKE STAND + HANGING CAKES,0.0966,0.026,General
37450,CERAMIC CAKE BOWL + HANGING CAKES,0.7149,0.0416,Kitchen
37503,TEA TIME CAKE STAND IN GIFT BOX,0.0647,0.0169,General
46000S,POLYESTER FILLER PAD 40x40cm,1.7626,0.0065,General
47556B,TEA TIME TEA TOWELS,2.0613,0.0391,Textile
47559B,TEA TIME OVEN GLOVE,1.5817,0.0071,General
47566,PARTY BUNTING,2.5005,0.0179,General
47566B,TEA TIME PARTY BUNTING,0.4604,0.0094,General
47567B,TEA TIME KITCHEN APRON,2.1576,0.008,Textile
47568,ENGLISH ROSE DESIGN PEG BAG,2.9287,0.0382,Bags
47590A,BLUE HAPPY BIRTHDAY BUNTING,0.8865,0.0014,General
47590B,PINK HAPPY BIRTHDAY BUNTING,0.3425,0.046,General
47591D,PINK FAIRY CAKE CHILDRENS APRON,1.4823,0.0371,Textile
47599A,PINK PARTY BAGS,2.908,0.0019,Bags
48111,DOORMAT 3 SMILEY CATS,0.4839,0.0499,General
48116,DOORMAT MULTICOLOUR STRIPE,1.6015,0.0177,General
48129,DOORMAT TOPIARY,1.5219,0.0213,General
48138,DOORMAT UNION FLAG,0.937,0.0046,General
48173C,DOORMAT BLACK FLOCK,1.5377,0.0037,General
48184,DOORMAT ENGLISH ROSE,1.5534,0.0236,General
48185,DOORMAT FAIRY CAKE,0.5032,0.009,General
48187,DOORMAT NEW ENGLAND,0.9004,0.0214,General
48188,DOORMAT WELCOME PUPPIES,0.1679,0.0468,General
48194,DOORMAT HEARTS,0.5115,0.0165,Decor
51014A,"FEATHER PEN,HOT PINK",0.5572,0.0224,Stationery
71053,WHITE METAL LANTERN,2.8521,0.0274,Lighting
71459,HANGING JAM JAR T-LIGHT HOLDER,0.1618,0.0318,Kitchen
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,0.793,0.0377,Lighting
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2.193,0.009,Lighting
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2.9275,0.0383,Lighting
72741,GRAND CHOCOLATECANDLE,0.2241,0.0144,Lighting
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2.0814,0.0027,Decor
79000,MOROCCAN TEA GLASS,1.2138,0.0486,General
79067,CORONA MEXICAN TRAY,0.3939,0.037,General
79321,CHILLI LIGHTS,0.9153,0.0191,Lighting
82482,WOODEN PICTURE FRAME WHITE FINISH,2.9163,0.0033,Decor
82483,WOOD 2 DRAWER CABINET WHITE FINISH,0.4352,0.0101,General
82484,WOOD BLACK BOARD ANT WHITE FINISH,1.7175,0.0256,General
82486,WOOD S/3 CABINET ANT WHITE FINISH,2.7106,0.0026,General
82494L,WOODEN FRAME ANTIQUE WHITE,0.7464,0.0124,Decor
82551,LAUNDRY 15C METAL SIGN,2.2772,0.0197,Decor
82552,WASHROOM METAL SIGN,1.6927,0.0304,Decor
82567,"AIRLINE LOUNGE,METAL SIGN",2.1324,0.0387,Decor
82578,KITCHEN METAL SIGN,2.1037,0.0363,Decor
82580,BATHROOM METAL SIGN,0.8688,0.0028,Decor
82581,TOILET METAL SIGN,0.5505,0.0384,Decor
82582,AREA PATROLLED METAL SIGN,1.4041,0.0253,Decor
82583,HOT BATHS METAL SIGN,1.5769,0.0238,Decor
82599,FANNY'S REST STOPMETAL SIGN,1.7551,0.0184,Decor
82600,NO SINGING METAL SIGN,2.777,0.0313,Decor
84029E,RED WOOLLY HOTTIE WHITE HEART.,1.9145,0.027,Decor
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1.8808,0.0423,Kitchen
84030E,ENGLISH ROSE HOT WATER BOTTLE,1.6928,0.044,Kitchen
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,0.2479,0.0221,Kitchen
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2.1648,0.0332,Kitchen
84050,PINK HEART SHAPE EGG FRYING PAN,2.3197,0.0387,Decor
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1.5445,0.0419,Decor
84270,ASSTD DESIGN BUBBLE GUM RING,1.5936,0.0402,Decor
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,0.3361,0.0363,Lighting
84375,SET OF 20 KIDS COOKIE CUTTERS,0.411,0.0338,General
84378,SET OF 3 HEART COOKIE CUTTERS,0.6683,0.0471,Decor
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,2.094,0.0376,General
84406B,CREAM CUPID HEARTS COAT HANGER,1.5805,0.0498,Kitchen
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,0.1717,0.0066,General
84510A,SET OF 4 ENGLISH ROSE COASTERS,2.5034,0.0418,General
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,1.9979,0.0222,Stationery
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,0.8943,0.0198,Stationery
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2.2038,0.0379,Stationery
84580,MOUSE TOY WITH PINK T-SHIRT,0.7629,0.0099,Toys
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2.6172,0.0437,Kitchen
84596F,SMALL MARSHMALLOWS PINK BOWL,2.0148,0.0325,Kitchen
84692,BOX OF 24 COCKTAIL PARASOLS,1.6951,0.0101,General
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,1.0647,0.0417,Lighting
84792,ENCHANTED BIRD COATHANGER 5 HOOK,2.2604,0.0426,General
84832,ZINC WILLIE WINKIE  CANDLE STICK,2.6249,0.0445,Lighting
84836,ZINC METAL HEART DECORATION,2.8609,0.0192,Decor
84839,SWEETHEART KEY CABINET,0.3075,0.0484,Decor
84879,ASSORTED COLOUR BIRD ORNAMENT,0.9779,0.0158,General
84880,WHITE WIRE EGG HOLDER,0.4469,0.0234,General
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,0.1817,0.0104,Lighting
84946,ANTIQUE SILVER TEA GLASS ETCHED,0.0705,0.008,General
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,0.3434,0.0326,General
84949,SILVER HANGING T-LIGHT HOLDER,2.3709,0.0061,Lighting
